Date,From,To,DeltaS
2023-10-17,UST10Y,DXY,0.07415711890938405
2023-10-17,COPPER,UST10Y,0.061375202497536016
2023-10-17,SOLVPN,VIX,0.051682732072095394
2023-10-17,VIX,SOLVPN,0.049189933149307336
2023-10-17,COPPER,SILVER,0.048415826028379405
2023-10-17,COPPER,VIX,0.047621949647508745
2023-10-17,UST10Y,VIX,0.026597648783739027
2023-10-17,DXY,UST10Y,0.023954476812950556
2023-10-17,UST10Y,SILVER,0.020233804361055686
2023-10-17,DXY,SOLVPN,0.01673056694139386
2023-10-17,VIX,COPPER,0.016480117638294205
2023-10-17,SILVER,UST10Y,0.01598608802457417
2023-10-17,SILVER,SOLVPN,0.015447997135660113
2023-10-17,UST10Y,GOLD,0.014072393089320373
2023-10-17,SILVER,COPPER,0.013963709982742184
2023-10-17,GOLD,COPPER,0.013614780223110537
2023-10-17,DXY,GOLD,0.012073105396735923
2023-10-17,VIX,DXY,0.011531549555392082
2023-10-17,GOLD,UST10Y,0.009828242460930517
2023-10-17,GOLD,DXY,0.00974338634568439
2023-10-17,DXY,COPPER,0.009467693462193519
2023-10-17,VIX,UST10Y,0.008294836308713444
2023-10-17,DXY,SILVER,0.007390688718544675
2023-10-17,GOLD,SILVER,0.006211683731534606
2023-10-17,DXY,VIX,0.00564824247318349
2023-10-17,VIX,SILVER,0.005544709269752868
2023-10-17,GOLD,VIX,0.004274272519603842
2023-10-17,VIX,GOLD,0.0038795344416145405
2023-10-17,GOLD,SOLVPN,0.003723089612440042
2023-10-17,SILVER,VIX,0.0034919533515854542
2023-10-17,UST10Y,COPPER,0.00127331848285335
2023-10-17,SILVER,DXY,0.0007972580910000082
2023-10-17,SILVER,GOLD,1.0014818243919699e-05
2024-02-15,SOLVPN,COPPER,0.24135287387350646
2024-02-15,DXY,COPPER,0.17351926006489338
2024-02-15,SOLVPN,UST10Y,0.13796288507844034
2024-02-15,GOLD,COPPER,0.1286641588704803
2024-02-15,VIX,COPPER,0.10264565190590755
2024-02-15,COPPER,SOLVPN,0.09994599472452499
2024-02-15,DXY,UST10Y,0.08702813464971548
2024-02-15,SOLVPN,VIX,0.07136061390705101
2024-02-15,SOLVPN,GOLD,0.07067100124637418
2024-02-15,GOLD,SOLVPN,0.060940369777721194
2024-02-15,SOLVPN,SILVER,0.05793526140454097
2024-02-15,SILVER,COPPER,0.05310145989091322
2024-02-15,DXY,SILVER,0.0490850987042428
2024-02-15,GOLD,UST10Y,0.048341579956511296
2024-02-15,GOLD,DXY,0.04101649912794887
2024-02-15,SILVER,SOLVPN,0.04044324072557724
2024-02-15,DXY,GOLD,0.04034802770339804
2024-02-15,DXY,VIX,0.03931139162739407
2024-02-15,VIX,SILVER,0.0380703068134067
2024-02-15,UST10Y,COPPER,0.03699815086094897
2024-02-15,GOLD,SILVER,0.03642901129979789
2024-02-15,VIX,UST10Y,0.03642376266827502
2024-02-15,VIX,GOLD,0.031197211304581245
2024-02-15,COPPER,DXY,0.03083787175244157
2024-02-15,SOLVPN,DXY,0.02838116601892235
2024-02-15,SILVER,GOLD,0.028296776677558505
2024-02-15,VIX,DXY,0.026817374096339774
2024-02-15,UST10Y,SILVER,0.018825832674752352
2024-02-15,COPPER,UST10Y,0.018209129787097524
2024-02-15,SILVER,UST10Y,0.01800368207713704
2024-02-15,SILVER,DXY,0.01618440004042225
2024-02-15,COPPER,SILVER,0.01352516538330581
2024-02-15,DXY,SOLVPN,0.013479894876179593
2024-02-15,COPPER,VIX,0.012373713072316505
2024-02-15,GOLD,VIX,0.011318311088956805
2024-02-15,UST10Y,GOLD,0.010161449317155097
2024-02-15,VIX,SOLVPN,0.009755823071061764
2024-02-15,UST10Y,SOLVPN,0.006836880863906103
2024-02-15,UST10Y,DXY,0.004982055030567811
2024-02-15,UST10Y,VIX,0.00344865021454753
2024-02-15,SILVER,VIX,0.001476271423657225
2024-02-15,COPPER,GOLD,0.001324692135525496
2024-04-10,DXY,SOLVPN,0.28672925302148206
2024-04-10,UST10Y,SOLVPN,0.22702271048664524
2024-04-10,VIX,SOLVPN,0.14529218426117685
2024-04-10,SOLVPN,UST10Y,0.08944213183274341
2024-04-10,VIX,UST10Y,0.08425241706434067
2024-04-10,DXY,UST10Y,0.07643032077821621
2024-04-10,SOLVPN,DXY,0.05283547356209928
2024-04-10,SOLVPN,VIX,0.048756030498242973
2024-04-10,UST10Y,COPPER,0.03887623549239198
2024-04-10,SILVER,SOLVPN,0.03666317665155046
2024-04-10,VIX,SILVER,0.031551199994441906
2024-04-10,UST10Y,SILVER,0.03136508773246152
2024-04-10,SOLVPN,COPPER,0.029567883469581432
2024-04-10,DXY,SILVER,0.02901233447736077
2024-04-10,VIX,GOLD,0.028558977330598215
2024-04-10,DXY,COPPER,0.026647350903903702
2024-04-10,VIX,DXY,0.02597403097201536
2024-04-10,VIX,COPPER,0.02468915208248
2024-04-10,DXY,GOLD,0.021724703464799704
2024-04-10,SILVER,GOLD,0.021027674092888138
2024-04-10,UST10Y,GOLD,0.019664537495710132
2024-04-10,COPPER,SOLVPN,0.017406685986436264
2024-04-10,SILVER,UST10Y,0.016016934582480907
2024-04-10,GOLD,SILVER,0.015560194926704574
2024-04-10,GOLD,DXY,0.013832410703584416
2024-04-10,COPPER,SILVER,0.013282644553045286
2024-04-10,GOLD,SOLVPN,0.01149704253936596
2024-04-10,SILVER,DXY,0.011396379435079686
2024-04-10,UST10Y,VIX,0.008693374756197546
2024-04-10,GOLD,UST10Y,0.008216458731870189
2024-04-10,COPPER,GOLD,0.006545388572122085
2024-04-10,SOLVPN,SILVER,0.006291596262719995
2024-04-10,COPPER,UST10Y,0.006054143611065984
2024-04-10,SOLVPN,GOLD,0.00566010297612362
2024-04-10,SILVER,COPPER,0.004288054924160012
2024-04-10,GOLD,VIX,0.0036152019428949203
2024-04-10,COPPER,DXY,0.0030831169077194104
2024-04-10,SILVER,VIX,0.0026754123654362397
2024-04-10,GOLD,COPPER,0.002656530257847775
2024-04-10,COPPER,VIX,0.0023837550154490704
2024-04-10,DXY,VIX,0.001565804543042934
2024-04-10,UST10Y,DXY,0.0015130434010458965
2024-04-30,GOLD,SOLVPN,0.1245647599708004
2024-04-30,SILVER,SOLVPN,0.0974306246471094
2024-04-30,COPPER,SOLVPN,0.08372211159507328
2024-04-30,DXY,SOLVPN,0.07286575183001981
2024-04-30,GOLD,SILVER,0.07058055573325042
2024-04-30,SOLVPN,GOLD,0.06868418128229194
2024-04-30,VIX,SOLVPN,0.06773907289258502
2024-04-30,SOLVPN,VIX,0.05698262645887389
2024-04-30,COPPER,UST10Y,0.05696378069465974
2024-04-30,VIX,UST10Y,0.055742819426613036
2024-04-30,DXY,GOLD,0.05469102988451153
2024-04-30,GOLD,UST10Y,0.05427981776149196
2024-04-30,SILVER,UST10Y,0.05061830567508182
2024-04-30,SOLVPN,COPPER,0.0502382824741659
2024-04-30,COPPER,DXY,0.046098050487054815
2024-04-30,VIX,COPPER,0.04256898418531973
2024-04-30,SOLVPN,SILVER,0.04048648604759694
2024-04-30,UST10Y,DXY,0.037162924606725684
2024-04-30,UST10Y,GOLD,0.0365536375691661
2024-04-30,SILVER,GOLD,0.034425566199952656
2024-04-30,UST10Y,SILVER,0.030330678000579727
2024-04-30,VIX,GOLD,0.03026562646388349
2024-04-30,COPPER,SILVER,0.030134008174735966
2024-04-30,SOLVPN,DXY,0.029059126029104945
2024-04-30,UST10Y,SOLVPN,0.027542230365404374
2024-04-30,DXY,COPPER,0.026876872054451703
2024-04-30,DXY,SILVER,0.025278894565933685
2024-04-30,UST10Y,COPPER,0.0244271132659205
2024-04-30,GOLD,COPPER,0.020111347236447072
2024-04-30,VIX,DXY,0.01841601641798818
2024-04-30,SOLVPN,UST10Y,0.016226847580878112
2024-04-30,COPPER,VIX,0.01479824292622844
2024-04-30,DXY,VIX,0.01430829326268326
2024-04-30,UST10Y,VIX,0.01115299752896444
2024-04-30,SILVER,VIX,0.007434101334391829
2024-04-30,GOLD,DXY,0.004991190559816418
2024-04-30,SILVER,COPPER,0.0042256585300780025
2024-04-30,VIX,SILVER,0.00407644472868976
2024-04-30,GOLD,VIX,0.003768103045345604
2024-04-30,SILVER,DXY,0.0033126127765027505
2024-04-30,DXY,UST10Y,0.001537954766829358
2024-04-30,COPPER,GOLD,0.0005805331764246052
2024-08-05,GOLD,VIX,0.25732860369371574
2024-08-05,SILVER,VIX,0.256513993107169
2024-08-05,COPPER,VIX,0.21206467082241443
2024-08-05,SOLVPN,VIX,0.2115172108169881
2024-08-05,DXY,VIX,0.11450710330131096
2024-08-05,COPPER,SILVER,0.10356563395687257
2024-08-05,SILVER,GOLD,0.09701068936396258
2024-08-05,DXY,GOLD,0.0796508414415312
2024-08-05,SOLVPN,SILVER,0.07529825904453763
2024-08-05,GOLD,SILVER,0.07406724853024663
2024-08-05,DXY,SILVER,0.06708898495818331
2024-08-05,DXY,COPPER,0.051915102566950644
2024-08-05,UST10Y,VIX,0.04525014313999112
2024-08-05,COPPER,SOLVPN,0.04329130306734188
2024-08-05,GOLD,DXY,0.043088132483772135
2024-08-05,SILVER,COPPER,0.0412672464926884
2024-08-05,SOLVPN,COPPER,0.03948919826674038
2024-08-05,UST10Y,SOLVPN,0.03940568675430639
2024-08-05,UST10Y,GOLD,0.039117283826199514
2024-08-05,SOLVPN,GOLD,0.03586678265806399
2024-08-05,VIX,SILVER,0.034513526162559684
2024-08-05,COPPER,DXY,0.03445361063666169
2024-08-05,UST10Y,DXY,0.03358207595854332
2024-08-05,UST10Y,SILVER,0.03295350120631846
2024-08-05,SILVER,SOLVPN,0.03290738481922885
2024-08-05,SILVER,UST10Y,0.03140682568500225
2024-08-05,COPPER,GOLD,0.031197956048188175
2024-08-05,COPPER,UST10Y,0.02760226258812255
2024-08-05,GOLD,UST10Y,0.025364736153743454
2024-08-05,VIX,SOLVPN,0.020543031467343043
2024-08-05,GOLD,COPPER,0.01966388541061398
2024-08-05,GOLD,SOLVPN,0.01858515138136005
2024-08-05,VIX,GOLD,0.01231627877802519
2024-08-05,VIX,DXY,0.011172328578716806
2024-08-05,UST10Y,COPPER,0.010610014172210941
2024-08-05,DXY,SOLVPN,0.009908238196424266
2024-08-05,SOLVPN,DXY,0.009151850765351278
2024-08-05,SILVER,DXY,0.008477340518368813
2024-08-05,VIX,UST10Y,0.006705566320666427
2024-08-05,DXY,UST10Y,0.006258005590882756
2024-08-05,VIX,COPPER,0.006239354295558344
2024-08-05,SOLVPN,UST10Y,0.000288014583217297
2024-08-06,SILVER,VIX,0.1720049339719378
2024-08-06,COPPER,VIX,0.13715733998131943
2024-08-06,GOLD,VIX,0.12147780856552653
2024-08-06,SOLVPN,VIX,0.11517772175185936
2024-08-06,UST10Y,SILVER,0.1091896224636586
2024-08-06,VIX,GOLD,0.10115303330857145
2024-08-06,COPPER,GOLD,0.0988340364140363
2024-08-06,SILVER,GOLD,0.09569983034929681
2024-08-06,DXY,COPPER,0.08423998463829482
2024-08-06,SOLVPN,GOLD,0.0794300790456264
2024-08-06,VIX,SILVER,0.07648839387944825
2024-08-06,UST10Y,VIX,0.07554108474633299
2024-08-06,UST10Y,DXY,0.07211551675162468
2024-08-06,GOLD,SILVER,0.057223810293280664
2024-08-06,UST10Y,GOLD,0.05332958771755557
2024-08-06,DXY,GOLD,0.04654803768390982
2024-08-06,COPPER,SILVER,0.042945911961378064
2024-08-06,DXY,SILVER,0.04168950406415123
2024-08-06,VIX,SOLVPN,0.04003445414803014
2024-08-06,COPPER,SOLVPN,0.03460681017858305
2024-08-06,GOLD,SOLVPN,0.032795446603774286
2024-08-06,COPPER,DXY,0.0300984037940749
2024-08-06,SILVER,SOLVPN,0.027201965449800025
2024-08-06,SILVER,DXY,0.026340799231934782
2024-08-06,SOLVPN,SILVER,0.02465036230307649
2024-08-06,GOLD,DXY,0.02209439377850444
2024-08-06,SILVER,COPPER,0.020513998619259594
2024-08-06,VIX,COPPER,0.01989210233976725
2024-08-06,UST10Y,COPPER,0.01985248747702366
2024-08-06,DXY,UST10Y,0.01936013851291278
2024-08-06,DXY,VIX,0.016717734480476976
2024-08-06,UST10Y,SOLVPN,0.015537363700450987
2024-08-06,GOLD,UST10Y,0.015431539303052692
2024-08-06,DXY,SOLVPN,0.013702838751945348
2024-08-06,VIX,DXY,0.012160285771711847
2024-08-06,SOLVPN,UST10Y,0.010790636658105118
2024-08-06,GOLD,COPPER,0.010108392596882482
2024-08-06,SOLVPN,DXY,0.009066188313916305
2024-08-06,COPPER,UST10Y,0.008624839718188435
2024-08-06,VIX,UST10Y,0.007258364711063239
2024-08-06,SILVER,UST10Y,0.006108747359747084
2024-08-06,SOLVPN,COPPER,0.0021278396781891362
2024-11-06,SOLVPN,COPPER,0.09022927270822886
2024-11-06,SOLVPN,VIX,0.0899151015931346
2024-11-06,VIX,UST10Y,0.08941445284829472
2024-11-06,GOLD,COPPER,0.0875115810538524
2024-11-06,SILVER,DXY,0.08263142909785773
2024-11-06,GOLD,DXY,0.0787243778079072
2024-11-06,VIX,DXY,0.07718089609961802
2024-11-06,UST10Y,COPPER,0.07511798386942138
2024-11-06,GOLD,VIX,0.0708590066102009
2024-11-06,VIX,SOLVPN,0.07000818238290028
2024-11-06,GOLD,UST10Y,0.06663717841019082
2024-11-06,DXY,COPPER,0.06558161089879473
2024-11-06,GOLD,SILVER,0.0645272801756115
2024-11-06,VIX,GOLD,0.0626164196836653
2024-11-06,COPPER,UST10Y,0.05981077924161203
2024-11-06,COPPER,DXY,0.059683589721605465
2024-11-06,COPPER,SOLVPN,0.05144515737028739
2024-11-06,UST10Y,SOLVPN,0.05048233955075049
2024-11-06,SILVER,UST10Y,0.049418899223991376
2024-11-06,SILVER,GOLD,0.049414771193841245
2024-11-06,VIX,SILVER,0.04900284795567532
2024-11-06,DXY,GOLD,0.047989576613515814
2024-11-06,DXY,SOLVPN,0.047378157132295824
2024-11-06,SOLVPN,GOLD,0.046368671421888955
2024-11-06,SILVER,COPPER,0.045555380435190335
2024-11-06,SILVER,SOLVPN,0.04540501787473464
2024-11-06,GOLD,SOLVPN,0.0415670724447217
2024-11-06,UST10Y,DXY,0.037645156402573765
2024-11-06,DXY,SILVER,0.03652698633662037
2024-11-06,UST10Y,GOLD,0.03283672175410892
2024-11-06,DXY,VIX,0.027813136822804882
2024-11-06,DXY,UST10Y,0.025706692633587547
2024-11-06,COPPER,VIX,0.02171057254012182
2024-11-06,COPPER,SILVER,0.02057328704102615
2024-11-06,SOLVPN,SILVER,0.020164695224512738
2024-11-06,UST10Y,SILVER,0.020132279378748383
2024-11-06,COPPER,GOLD,0.017857217172955325
2024-11-06,SOLVPN,UST10Y,0.01528108922048893
2024-11-06,SILVER,VIX,0.013484190737158633
2024-11-06,VIX,COPPER,0.009323041374426022
2024-11-06,SOLVPN,DXY,0.007731073039913987
2024-11-06,UST10Y,VIX,0.006845714368348327
2024-11-07,SOLVPN,COPPER,0.1136996147899497
2024-11-07,GOLD,SILVER,0.11201953482636677
2024-11-07,COPPER,GOLD,0.10043466257931799
2024-11-07,COPPER,SILVER,0.09888194568105929
2024-11-07,SILVER,GOLD,0.09294416870306588
2024-11-07,COPPER,SOLVPN,0.0862537404637308
2024-11-07,SOLVPN,UST10Y,0.08602599112993015
2024-11-07,UST10Y,COPPER,0.08262171682232662
2024-11-07,DXY,GOLD,0.07685198924619302
2024-11-07,DXY,COPPER,0.06842435926880655
2024-11-07,SOLVPN,GOLD,0.06408529912386252
2024-11-07,VIX,UST10Y,0.06181888381058845
2024-11-07,SILVER,COPPER,0.06084912857082583
2024-11-07,GOLD,UST10Y,0.06050287894748453
2024-11-07,SILVER,DXY,0.055377110985703235
2024-11-07,DXY,SOLVPN,0.055147286357257574
2024-11-07,GOLD,COPPER,0.052220750453541284
2024-11-07,VIX,SOLVPN,0.05035965335114949
2024-11-07,GOLD,DXY,0.04751535111129562
2024-11-07,VIX,DXY,0.045998781324316916
2024-11-07,SILVER,UST10Y,0.04410626158989476
2024-11-07,COPPER,DXY,0.043468290470043636
2024-11-07,SILVER,VIX,0.04342609787279172
2024-11-07,DXY,SILVER,0.04244805596803466
2024-11-07,UST10Y,GOLD,0.04103322331212039
2024-11-07,GOLD,VIX,0.040971120492297786
2024-11-07,COPPER,UST10Y,0.037728557351189566
2024-11-07,SOLVPN,DXY,0.037330403844435714
2024-11-07,SILVER,SOLVPN,0.03684724224349281
2024-11-07,GOLD,SOLVPN,0.03431388536550836
2024-11-07,UST10Y,SOLVPN,0.03416197743918217
2024-11-07,SOLVPN,SILVER,0.029474263063621386
2024-11-07,DXY,UST10Y,0.028761609935793617
2024-11-07,UST10Y,DXY,0.028166064958553755
2024-11-07,UST10Y,VIX,0.02514858396453966
2024-11-07,UST10Y,SILVER,0.021322599448948806
2024-11-07,VIX,GOLD,0.013667708559608631
2024-11-07,COPPER,VIX,0.013332958768485809
2024-11-07,SOLVPN,VIX,0.005993857645304232
2024-11-07,VIX,COPPER,0.0050628683864476776
2024-11-07,VIX,SILVER,0.002623915408942669
2024-11-07,DXY,VIX,0.0013985730762490212
2024-12-18,SOLVPN,VIX,0.29736458808130894
2024-12-18,GOLD,VIX,0.2634677930050816
2024-12-18,GOLD,SILVER,0.19082355074186
2024-12-18,VIX,SOLVPN,0.15408890561061384
2024-12-18,DXY,COPPER,0.13440390534037738
2024-12-18,GOLD,SOLVPN,0.11923156923210383
2024-12-18,VIX,UST10Y,0.09102268569386981
2024-12-18,SOLVPN,COPPER,0.08160716573618668
2024-12-18,UST10Y,VIX,0.07454140271502482
2024-12-18,SILVER,VIX,0.0662814837430872
2024-12-18,GOLD,UST10Y,0.061670134193099205
2024-12-18,SILVER,GOLD,0.060160348903295524
2024-12-18,DXY,UST10Y,0.05925041087697308
2024-12-18,DXY,VIX,0.0542445796790373
2024-12-18,VIX,COPPER,0.05245745306969158
2024-12-18,UST10Y,SOLVPN,0.040229416539521695
2024-12-18,UST10Y,COPPER,0.039519679288287236
2024-12-18,VIX,DXY,0.035451025206768585
2024-12-18,SILVER,DXY,0.03473522824352804
2024-12-18,GOLD,DXY,0.03237821631132953
2024-12-18,SILVER,UST10Y,0.03165499268191449
2024-12-18,UST10Y,DXY,0.027770027160864547
2024-12-18,DXY,SOLVPN,0.026403569060505228
2024-12-18,SOLVPN,UST10Y,0.024911265273311722
2024-12-18,SILVER,SOLVPN,0.024398912115530854
2024-12-18,SOLVPN,SILVER,0.020847541886847877
2024-12-18,UST10Y,SILVER,0.019147673007417404
2024-12-18,COPPER,UST10Y,0.018357407894697926
2024-12-18,COPPER,DXY,0.015157243040054794
2024-12-18,COPPER,SOLVPN,0.014092927665524599
2024-12-18,SILVER,COPPER,0.01038155019593888
2024-12-18,UST10Y,GOLD,0.010237940642944659
2024-12-18,VIX,SILVER,0.006813532165741612
2024-12-18,COPPER,SILVER,0.006280212527678061
2024-12-18,DXY,GOLD,0.005921749649219635
2024-12-18,COPPER,VIX,0.00560913458544228
2024-12-18,COPPER,GOLD,0.005147435933978789
2024-12-18,DXY,SILVER,0.004680386560546055
2024-12-18,VIX,GOLD,0.003954072345618958
2024-12-18,GOLD,COPPER,0.0022958798983044038
2024-12-18,SOLVPN,DXY,0.0008240248776902326
2024-12-18,SOLVPN,GOLD,0.00012723091519262208
2024-12-19,GOLD,VIX,0.2740589312799182
2024-12-19,SOLVPN,VIX,0.12873583468764327
2024-12-19,UST10Y,SOLVPN,0.12349585884430835
2024-12-19,VIX,SOLVPN,0.10906089507347602
2024-12-19,SOLVPN,UST10Y,0.1043468619427706
2024-12-19,GOLD,SILVER,0.08814033400998231
2024-12-19,DXY,SOLVPN,0.07927990847624333
2024-12-19,COPPER,SOLVPN,0.07156060215353305
2024-12-19,GOLD,COPPER,0.06670585547762077
2024-12-19,VIX,UST10Y,0.06509945523959196
2024-12-19,DXY,VIX,0.05484341173982426
2024-12-19,VIX,DXY,0.051913481143572734
2024-12-19,UST10Y,DXY,0.048952509468578376
2024-12-19,SOLVPN,GOLD,0.04844557939912299
2024-12-19,SOLVPN,COPPER,0.04497950708025132
2024-12-19,GOLD,UST10Y,0.04318411434095083
2024-12-19,COPPER,GOLD,0.04065986665033597
2024-12-19,UST10Y,VIX,0.03318784041363197
2024-12-19,COPPER,VIX,0.03156526864466026
2024-12-19,COPPER,UST10Y,0.031437217696137096
2024-12-19,SILVER,VIX,0.03132162191721021
2024-12-19,DXY,UST10Y,0.030796350218657564
2024-12-19,SOLVPN,DXY,0.02877822453669405
2024-12-19,VIX,GOLD,0.026265842648832548
2024-12-19,VIX,COPPER,0.02215462917355302
2024-12-19,GOLD,SOLVPN,0.02192716452963793
2024-12-19,SILVER,COPPER,0.019475982224979635
2024-12-19,DXY,GOLD,0.0182933137470958
2024-12-19,UST10Y,COPPER,0.013385333857591018
2024-12-19,COPPER,DXY,0.011082078165924991
2024-12-19,DXY,SILVER,0.00978781514121524
2024-12-19,SILVER,DXY,0.009178809901150685
2024-12-19,UST10Y,GOLD,0.007796785594813383
2024-12-19,DXY,COPPER,0.007343616451536444
2024-12-19,SILVER,GOLD,0.005732182366130212
2024-12-19,GOLD,DXY,0.004787979271419669
2024-12-19,SILVER,UST10Y,0.00403542308338041
2024-12-19,UST10Y,SILVER,0.002942375528939608
2024-12-19,SOLVPN,SILVER,0.00261886792356205
2024-12-19,VIX,SILVER,0.002221931553589
2024-12-19,COPPER,SILVER,0.0001579994002106483
2024-12-19,SILVER,SOLVPN,9.253926318408823e-05
2025-01-13,SILVER,SOLVPN,0.21689733544862244
2025-01-13,GOLD,SOLVPN,0.20187162597327246
2025-01-13,SILVER,VIX,0.18119899799560155
2025-01-13,GOLD,VIX,0.1683454097469707
2025-01-13,DXY,VIX,0.1243765891481218
2025-01-13,GOLD,SILVER,0.10786972412113688
2025-01-13,DXY,SOLVPN,0.1039043866772299
2025-01-13,SILVER,GOLD,0.0916133103601223
2025-01-13,DXY,UST10Y,0.04529547700027026
2025-01-13,SOLVPN,VIX,0.04523156147256535
2025-01-13,SILVER,COPPER,0.035016058401732525
2025-01-13,SOLVPN,GOLD,0.03328222934669158
2025-01-13,GOLD,COPPER,0.026550919537903964
2025-01-13,SOLVPN,COPPER,0.023203564555980098
2025-01-13,SOLVPN,DXY,0.022636692279104434
2025-01-13,DXY,GOLD,0.01948393425318662
2025-01-13,UST10Y,SILVER,0.01847253098073036
2025-01-13,SILVER,UST10Y,0.015122767377881888
2025-01-13,UST10Y,SOLVPN,0.014031967631962586
2025-01-13,DXY,COPPER,0.013006088781939068
2025-01-13,SOLVPN,SILVER,0.012543320754626667
2025-01-13,UST10Y,VIX,0.012230041798929114
2025-01-13,COPPER,VIX,0.011365007558842094
2025-01-13,GOLD,DXY,0.010224913028827498
2025-01-13,UST10Y,GOLD,0.009651899163428667
2025-01-13,VIX,GOLD,0.009383247949554314
2025-01-13,SOLVPN,UST10Y,0.008768413836146627
2025-01-13,GOLD,UST10Y,0.006469057321759427
2025-01-13,VIX,SILVER,0.005187669120109616
2025-01-13,COPPER,SILVER,0.004950361016582361
2025-01-13,VIX,SOLVPN,0.004781172866825667
2025-01-13,COPPER,UST10Y,0.004686388752691863
2025-01-13,DXY,SILVER,0.004402499325346185
2025-01-13,UST10Y,COPPER,0.004165140664927555
2025-01-13,COPPER,DXY,0.0036548704766577594
2025-01-13,COPPER,GOLD,0.0026631454222552503
2025-01-13,VIX,COPPER,0.0024909576669263217
2025-01-13,VIX,UST10Y,0.0019235705778805623
2025-01-13,COPPER,SOLVPN,0.0016821451082612258
2025-01-13,SILVER,DXY,0.0011962679153796518
2025-01-13,UST10Y,DXY,0.0009602860585076756
2025-01-13,VIX,DXY,0.0007408869926782344
2025-02-03,SOLVPN,GOLD,0.17461177074472858
2025-02-03,SOLVPN,SILVER,0.1392988833174903
2025-02-03,SOLVPN,COPPER,0.08204065484484593
2025-02-03,UST10Y,GOLD,0.07727177179844444
2025-02-03,COPPER,GOLD,0.07432649853835778
2025-02-03,VIX,SOLVPN,0.071606188676688
2025-02-03,COPPER,SOLVPN,0.06695146922517327
2025-02-03,DXY,SOLVPN,0.06371627041984537
2025-02-03,SOLVPN,VIX,0.061172863454294735
2025-02-03,SOLVPN,DXY,0.061131562297012755
2025-02-03,UST10Y,SILVER,0.05987020459946798
2025-02-03,UST10Y,SOLVPN,0.05281459841933357
2025-02-03,COPPER,SILVER,0.04896952548226097
2025-02-03,UST10Y,COPPER,0.045657391205141035
2025-02-03,COPPER,DXY,0.04246340192538082
2025-02-03,VIX,GOLD,0.03773685884834928
2025-02-03,VIX,SILVER,0.03436312214054448
2025-02-03,VIX,COPPER,0.03284017570396191
2025-02-03,SILVER,SOLVPN,0.03281090985288234
2025-02-03,DXY,SILVER,0.03272161535100013
2025-02-03,DXY,UST10Y,0.03103896087048086
2025-02-03,UST10Y,DXY,0.030053505522597515
2025-02-03,DXY,GOLD,0.023416034036117497
2025-02-03,SILVER,GOLD,0.02339558714935666
2025-02-03,GOLD,SOLVPN,0.021560385046671585
2025-02-03,DXY,COPPER,0.017625902549269667
2025-02-03,SILVER,DXY,0.012707893330364619
2025-02-03,VIX,DXY,0.012372272204040791
2025-02-03,SILVER,COPPER,0.011560328634589653
2025-02-03,DXY,VIX,0.010595955202649117
2025-02-03,GOLD,UST10Y,0.008649384149159237
2025-02-03,GOLD,COPPER,0.00821606448790127
2025-02-03,GOLD,DXY,0.007968235820065457
2025-02-03,COPPER,UST10Y,0.006895251256959698
2025-02-03,GOLD,SILVER,0.0061939856481667555
2025-02-03,UST10Y,VIX,0.0054798320787159405
2025-02-03,SILVER,VIX,0.0052254354876801745
2025-02-03,SOLVPN,UST10Y,0.004577819112497841
2025-02-03,SILVER,UST10Y,0.004237688235262091
2025-02-03,VIX,UST10Y,0.0041528925199068555
2025-02-03,GOLD,VIX,0.0013703331105489047
2025-02-03,COPPER,VIX,0.0006155666037062774
2025-04-03,SOLVPN,SILVER,0.1739230507775401
2025-04-03,COPPER,SILVER,0.16596363123218952
2025-04-03,VIX,SILVER,0.15478070610031952
2025-04-03,COPPER,GOLD,0.1333455621161783
2025-04-03,SOLVPN,GOLD,0.13238826639851423
2025-04-03,UST10Y,SILVER,0.09835928012037906
2025-04-03,SILVER,SOLVPN,0.09643743571063988
2025-04-03,COPPER,SOLVPN,0.08775738437802844
2025-04-03,COPPER,DXY,0.08219550462999616
2025-04-03,VIX,GOLD,0.08073678011367663
2025-04-03,SOLVPN,COPPER,0.07391038534439873
2025-04-03,DXY,VIX,0.07140618014010212
2025-04-03,VIX,COPPER,0.06962282418153613
2025-04-03,UST10Y,VIX,0.06791501363981599
2025-04-03,SOLVPN,UST10Y,0.06761264821348612
2025-04-03,SILVER,VIX,0.065702946455654
2025-04-03,VIX,DXY,0.06517363401109612
2025-04-03,UST10Y,COPPER,0.057326834317069066
2025-04-03,SILVER,GOLD,0.056730798780698616
2025-04-03,DXY,SOLVPN,0.05144614790080303
2025-04-03,DXY,UST10Y,0.04770136179705714
2025-04-03,GOLD,VIX,0.0476240547608794
2025-04-03,VIX,SOLVPN,0.045508601657496345
2025-04-03,UST10Y,GOLD,0.03805850739329254
2025-04-03,UST10Y,DXY,0.03637963006580927
2025-04-03,SILVER,DXY,0.03217941327751144
2025-04-03,UST10Y,SOLVPN,0.02851368964524381
2025-04-03,VIX,UST10Y,0.025845133030213657
2025-04-03,COPPER,VIX,0.020183338646169613
2025-04-03,DXY,GOLD,0.016725867659412384
2025-04-03,GOLD,SILVER,0.016423263557194867
2025-04-03,DXY,COPPER,0.014484620519918015
2025-04-03,SILVER,COPPER,0.0118653997521585
2025-04-03,GOLD,UST10Y,0.009082916166756773
2025-04-03,SOLVPN,DXY,0.008725397606247957
2025-04-03,GOLD,DXY,0.005369123034271742
